id,recorded_day,air_pressure,max_temp,temperature,min_temp,dew_point,humidity,cloud_cover,wind_speed,raining
1217,123,1008.5,30.6,28.3,26.4,25.3,81,78,16.5,yes
1218,124,1013,28.7,26.9,24.8,22,81,61,7.4,yes
1219,125,1013,28.7,26.1,24.8,23.1,92,78,15.8,yes
1220,126,1010.6,27.8,26.7,25.3,25.2,90,86,15.1,yes
1221,127,1009.3,30.8,27.7,25.4,25.4,87,88,11.9,yes
1222,128,1008.4,28.1,26.8,25.2,25.5,85,83,16,yes
1223,129,1008.1,30.7,27.2,25.8,25.8,81,87,15.7,yes
1224,130,1008.8,30.6,27.3,24.3,25.9,87,83,26.9,yes
1225,131,1008.5,31,29.9,26.5,26,85,88,27,yes
1226,132,1008.1,32.8,29.9,26.7,24.6,84,78,25.1,yes
1227,133,1009.8,33,30,27.9,26,79,86,27.6,yes
1228,134,1008.5,31.2,28,26.8,26.4,86,88,13.2,yes
1229,135,,33.1,30,28.9,26.2,,,22.9,yes
1230,136,1006.6,32.9,29.3,27.1,23.2,87,80,20.5,yes
1231,137,1010.5,33.1,29.8,28.1,25.1,79,69,18.8,no
1232,138,1007.9,31.1,28.9,26.9,26.4,85,85,14.6,yes
1233,139,1008.2,32.3,29,27.8,25.3,,,9.2,yes
1234,140,1008.6,32,29.9,26,25.1,,,38,no
1235,141,1008.9,30.8,28.8,26.4,25.4,98,93,25.1,yes
1236,142,1008.1,32.8,29,27.4,26.6,82,88,38.3,yes
1237,143,1006.5,33.8,30,27,25,69,70,23.9,yes
1238,144,1008.5,31,28.3,26.8,24.4,65,49,9.1,no
1239,145,1006.8,33,30.1,28,24.8,75,69,12.6,no
1240,146,1008.2,33.3,30.3,28.7,25.8,78,32,9.1,no
1241,147,1008.5,29.1,26.2,24.8,24.9,58,48,23.7,yes
1242,148,1008.2,32.3,30.1,28.4,26.4,81,30,39.3,no
1243,149,1009.9,32.4,30.2,29,24.3,79,32,30.4,no
1244,150,1008.5,33.9,30,28.1,25.4,80,79,39.9,yes
1245,151,1009.8,33,30.4,27.9,26.2,,,50.6,no
1246,152,1010,34.2,30.8,28.2,26.2,84,57,24.4,yes
1247,153,1007.7,32,30.4,28.3,25.4,74,46,19,no
1248,154,1006.1,33.3,30.5,28.8,25.4,78,66,9.9,yes
1249,155,1008.2,34,30.2,28.2,26.5,81,79,43.8,yes
1250,156,1008.1,34,30.8,28.7,25.2,74,22,12.5,no
1251,157,1005,35.3,31,26.4,26.4,74,49,28.6,yes
1252,158,1008.9,33.4,30.4,28.6,25.7,82,72,40.8,no
1253,159,1005.3,32,29.2,26.2,26.3,87,85,4.5,yes
1254,160,1009.5,32.8,30.1,28.1,26.1,75,61,9.2,yes
1255,161,1009.3,31.7,29.4,27.6,25.6,84,86,21.6,yes
1256,162,1007.8,32.9,30.1,28.1,25.7,79,72,16.2,yes
1257,163,1006.6,32.9,29.7,27.3,25,81,75,19.8,yes
1258,164,1008.5,35.1,30.8,28,25.9,75,32,12.6,no
1259,165,1005.5,33,30,27.4,25,,,22.6,no
1260,166,1010.3,32.8,29.2,27.9,25.2,84,85,13,yes
1261,167,1007.7,31.1,28.6,26.8,25.4,81,88,11.3,yes
1262,168,1008.8,31,28.4,27.4,25.4,82,88,13.6,yes
1263,169,1001,32.1,30,28.1,25.8,75,78,14.3,no
1264,170,1000.1,33.7,30.1,28.6,24.8,,,28.5,yes
1265,171,999,35,31.5,28.2,25.3,76,38,30,no
1266,172,1005.4,30.8,28.9,26,25.5,88,88,29,yes
1267,173,1003.8,31.3,28.1,26.5,25.6,85,87,29.6,yes
1268,174,1005.9,31.3,28.7,26.5,26.3,93,88,27,yes
1269,175,1008.1,35,31,28.4,25,,,18,no
1270,176,1000.7,30.4,28.6,25.4,25.5,84,84,11.7,yes
1271,177,1009.7,32.8,29.6,27.6,25.8,79,76,18.8,yes
1272,178,1008.8,31.4,28.7,27,25.4,81,84,12.8,yes
1273,179,1008.6,30.6,28.6,26.9,25,,,21.9,yes
1274,180,1007.6,32.2,29.2,26.2,25.9,86,82,14.6,yes
1275,181,1008.1,32,29.6,27.8,25.3,80,69,12.8,yes
1276,182,1010.5,32,29.1,27,25,85,83,21.9,no
1277,183,1008.5,29.2,27.8,26.6,25.4,89,81,23.9,yes
1278,184,1005.2,32.9,29.9,26.8,26.1,75,71,13.3,yes
1279,185,1009.1,33.1,30.8,28.4,24.9,76,30,11.9,no
1280,186,1007.8,31.4,30.6,28.9,24.8,78,58,15.1,no
1281,187,1005.9,33.2,30.1,27.9,24.8,72,28,14.6,no
1282,188,1008.3,33.2,30,28.8,25.2,81,77,22.5,yes
1283,189,1009.5,33.3,30,27.8,25.8,79,43,11.2,no
1284,190,1007.9,33,30.1,27.8,25.1,78,67,12.5,yes
1285,191,1005.7,31,29.2,27.8,26.2,83,83,14.8,yes
1286,192,1008,33,30.2,28.4,25.2,78,69,12,no
1287,193,,33.3,30.6,28.2,25.6,,,12.9,yes
1288,194,1006.1,32.3,30,28.1,24.7,79,57,20.2,no
1289,195,1007.9,32.3,29.1,28.9,26.4,79,78,25.1,yes
1290,196,1008.4,32.3,29,26.5,24.4,,,12.4,no
1291,197,1008.4,34.4,30.1,28.5,25.6,72,41,4.4,no
1292,198,1008.1,33.1,30.1,28.1,25.8,75,46,4.5,no
1293,199,1003.4,33.2,30.6,28,24.4,74,47,14.8,no
1294,200,1009.6,34,30,26.5,24.3,80,63,7.9,yes
1295,201,1011.4,35.6,31,27.8,24.6,77,47,25.2,yes
1296,202,1008.4,33.3,30.6,28.4,24.2,72,54,9.5,no
1297,203,1011.4,31.4,28.9,26.7,24.5,81,88,22.5,yes
1298,204,,31,,26.3,25.3,,,,yes
1299,205,1009.9,31.8,28,26.6,24.8,84,78,8.1,yes
1300,206,1000,31.4,28,26.9,24.7,79,84,23.9,yes
1301,207,1005.7,30.5,27.1,25,24.3,87,79,12.8,yes
1302,208,1008.3,30.8,27,25.8,24.2,84,85,13.1,yes
1303,209,1007.4,33.7,30.2,27,26.1,89,87,11,yes
1304,210,1008.1,33.7,30.3,27.8,24.3,72,29,9.2,no
1305,211,1009.3,32.8,29.7,28.1,24.5,78,78,25.2,yes
1306,212,1011.3,32.4,28.1,26.8,24.5,77,54,20,yes
1307,213,1008.2,30.6,28.4,26.3,25.3,,,25.5,yes
1308,214,1008.5,35,31.3,27.8,25.3,75,30,9.2,no
1309,215,1000,32.3,28,27.3,26.2,89,80,25.1,yes
1310,216,1008.1,31.7,29.1,26.5,26,,,25.9,yes
1311,217,1008.3,29.1,27.9,25.8,23.2,72,69,25.9,yes
1312,218,1005.7,31.7,28.5,27.3,24.3,76,49,15.1,yes
1313,219,1008.1,32,28.1,26.8,25.4,84,78,15.7,yes
1314,220,1001.4,32.7,29.7,27.3,25.1,78,67,11.7,yes
1315,221,1006.8,30.5,27,25.2,25.2,86,87,22.3,yes
1316,222,1005.7,32.4,29.4,28.2,26.6,81,78,20.5,yes
1317,223,1008.5,30.3,27.6,25.1,26.4,89,80,10.3,yes
1318,224,1002.5,32,28.9,26.4,24.9,84,73,9.5,yes
1319,225,1008.9,29.9,26.6,25.9,23.2,,,7.9,yes
1320,226,1011.5,28.6,26.8,24.5,23.2,80,88,6.6,yes
1321,227,1010.2,32,27.1,24.8,25.9,82,49,12,yes
1322,228,1005.5,27.9,26.7,25.3,25.2,93,88,19.8,yes
1323,229,1009.2,28.1,26.4,25.3,24.7,81,84,21.5,yes
1324,230,1009.7,32.3,29,28,25.9,81,84,14.5,yes
1325,231,1012.4,32.8,29.3,26.8,24.1,86,78,25,yes
1326,232,1010.9,29.2,26.4,24.8,25.5,88,83,28,yes
1327,233,1008.5,30.7,28.8,25.8,23,79,84,11.3,yes
1328,234,1008.6,31,27.1,25.8,25,77,70,15.3,no
1329,235,1010.5,30.6,28,26.9,25,84,57,13.6,yes
1330,236,1011.1,33.7,30.2,27.6,25.8,75,39,30.5,no
1331,237,1006.2,32.4,29.1,26.8,22.9,77,59,12.3,no
1332,238,1007.9,31.4,28.7,26.5,24.1,87,83,37.5,yes
1333,239,1009.4,31.9,28.6,26.5,22.1,83,83,34,yes
1334,240,,31.3,28.9,26.2,25.6,,,22.9,yes
1335,241,1015,30.7,27,25.5,21.4,76,49,21.3,no
1336,242,1015,31.9,28.4,26.4,24.9,74,67,38,yes
1337,243,1008.9,31.2,28.3,26.7,25.3,83,85,39.7,yes
1338,244,1007.6,31,28.7,25.8,22.1,76,83,34,yes
1339,245,1010.2,31.7,28.2,25.9,23.8,79,88,22,yes
1340,246,,30.7,,26,23.6,,,,no
1341,247,1008.1,31,28.2,26.9,24.8,75,78,36,yes
1342,248,1005.8,31.7,28.7,26.2,25.8,79,73,29.6,no
1343,249,1006.4,31,28.4,26.1,26,87,81,34.8,yes
1344,250,1010.5,30.8,28.2,26.1,25.2,83,81,25.1,yes
1345,251,,31.7,28,26.9,23.7,,,9.1,no
1346,252,1008.4,32.8,29.4,27,24.3,74,27,12.4,no
1347,253,1010,31.5,29.8,27.4,20.4,77,60,20.9,no
1348,254,1013.3,29.4,27.7,25.8,24.5,84,77,34.8,yes
1349,255,1009.5,31.5,28.8,26.6,25.7,87,81,12.6,yes
1350,256,1014.2,30.9,28.1,25.2,25.2,84,60,12.9,no
1351,257,1013.7,31,28.1,26.8,24.9,81,84,50.6,yes
1352,258,1011.9,31.9,28,25.8,25.6,81,89,24,yes
1353,259,1011.2,29.8,26.4,24.4,23.1,80,51,7.9,yes
1354,260,1008.1,28.1,27.9,25.3,22.2,79,84,50.6,yes
1355,261,1012.2,28.4,26.9,24.3,23.3,79,47,7.9,no
1356,262,1010,29.7,26.4,24.4,23.1,82,88,13.7,yes
1357,263,1005.5,27.5,25.6,24.5,24.2,92,91,23.3,yes
1358,264,1017,30.1,27.8,26.1,24.7,74,72,18.4,no
1359,265,1016.4,31.9,28.1,26.3,23.4,79,47,43.1,no
1360,266,1013.1,24.6,23.1,21,20.7,91,88,46.3,yes
1361,267,1018.1,29.4,26.2,24.5,24.7,61,61,39.3,yes
1362,268,1018,31.2,26.7,24.7,23.1,78,61,34,no
1363,269,1017.7,29.4,25.9,23.4,20.3,79,74,48,yes
1364,270,1017,23.1,21.6,20.5,19.6,78,88,50.6,yes
1365,271,1017,31.7,28.3,25.3,23.4,84,78,11.7,yes
1366,272,1017,29.1,27.5,26,20.6,65,51,39.3,no
1367,273,1011.2,26.8,24.5,23.2,23.7,77,56,37.7,yes
1368,274,1016.8,28.4,24.5,22.3,19.4,74,49,21.9,no
1369,275,1008.8,27.6,25,24.5,24.3,62,88,39.5,yes
1370,276,1017.1,26.6,24.8,23.9,19.3,75,68,33.4,yes
1371,277,1016.7,29.2,25.8,23.1,17.8,67,17,15.7,no
1372,278,1011.6,28.2,25.5,22.8,23.6,76,47,19,yes
1373,279,1011.4,29.1,25.8,23.1,19.3,70,32,9.9,no
1374,280,1010.8,22.7,20.9,19.3,18,79,88,18.6,yes
1375,281,1011.4,27.5,22.8,22.5,19.4,76,85,32.4,yes
1376,282,1013.4,23.6,21.8,19.6,17.3,76,86,19.2,yes
1377,283,1012.2,27.6,25.8,24.5,22.3,79,81,21.3,yes
1378,284,1019.3,27.5,24.5,22.3,16.8,73,49,21.9,no
1379,285,1012.2,29.7,26.9,24.5,23.3,82,80,21.3,yes
1380,286,,30.1,26.8,23.3,20.6,,,9.5,no
1381,287,1014.6,25.3,23.7,21.1,21.1,76,49,23.7,no
1382,288,1016.2,25.9,23.7,20.1,19.2,82,83,20.5,yes
1383,289,1017.1,28.4,25.8,25.5,21.6,82,83,24.4,no
1384,290,1016,25.4,23.2,21.5,18.6,70,69,28.8,no
1385,291,1012.9,26.5,25.6,24.2,23.4,78,77,17.2,yes
1386,292,1014.8,29.2,25.5,23.4,19.9,84,70,13.7,no
1387,293,1016.8,26.2,24.7,22.6,22.8,79,84,21.9,yes
1388,294,1014.8,27.1,26.1,24.5,23.1,78,61,13.7,no
1389,295,1016.8,30.7,26.2,24.7,19.9,75,68,16.9,yes
1390,296,1015.6,26.3,23.8,21.4,20.9,70,72,35.8,no
1391,297,1018.4,28.2,24.8,22.6,22.8,,,28.6,yes
1392,298,1017,28.9,25.8,23.3,21.6,86,83,44.7,yes
1393,299,1015.6,28.1,25.5,23.4,21.6,87,88,22.9,yes
1394,300,1014.7,29.6,26.5,23.8,19.6,90,85,24.9,yes
1395,301,1013.7,26.3,24.4,23.3,19.9,91,74,38,no
1396,302,1016.5,29.4,25.8,22.8,16,79,88,9.5,no
1397,303,1016.8,26.7,24.8,23.6,19.4,84,83,8.9,yes
1398,304,1016.5,28.5,26.2,24.4,23.1,79,84,19,yes
1399,305,1015.2,26.6,24.8,22.3,22.1,87,61,16.4,yes
1400,306,1017.1,28.4,25.4,23.7,22.1,79,83,41.3,yes
1401,307,1014,27.4,25.8,24.8,22.9,81,83,21.8,yes
1402,308,1016.7,27.5,25,23.1,22.3,76,49,8.5,yes
1403,309,1016.7,26.7,23.1,22.3,21.1,81,83,16.6,yes
1404,310,1014.2,21.3,20.5,20.5,19.9,91,88,46.3,yes
1405,311,1019.4,21.3,20.9,20.1,19,91,78,43.1,yes
1406,312,1018.1,21,20.8,19.4,19.6,91,88,16.6,yes
1407,313,1017.8,21,20,19.1,19.6,78,87,21.3,yes
1408,314,1017.1,20.4,18.4,17.4,15.1,79,88,37.5,no
1409,315,1019.9,21.9,21,20.4,18,79,84,25,yes
1410,316,1018.7,24.3,20.8,19.2,16.2,78,46,9.1,yes
1411,317,1018,21,18.4,16.1,15.5,79,89,12.7,yes
1412,318,1018.9,24.8,22.3,20.7,20.8,91,93,13.7,yes
1413,319,1021.3,27.6,23.4,22.4,21.7,75,89,25.5,yes
1414,320,1022.5,27.6,25.4,24.3,16.9,75,88,26.3,yes
1415,321,1018.4,22,17.7,15.5,14.9,74,67,33.2,yes
1416,322,1022.5,18.6,17.7,16.9,13.3,75,90,38,yes
1417,323,1018.9,19.3,17.3,16.1,12.9,78,95,37.9,yes
1418,324,1019.9,20.1,20.1,18,17.5,93,88,15.3,yes
1419,325,1022.5,21.2,18.2,16.3,12.1,75,56,10.2,yes
1420,326,1022.2,24.4,19.7,18.4,16,83,95,15.5,yes
1421,327,1022.6,26,18.8,17.6,15.9,,,14.5,yes
1422,328,1021.2,19.8,17.9,17.2,14.4,71,95,40.4,yes
1423,329,1020.4,18.4,16.6,15.4,15.6,78,88,23.5,yes
1424,330,1022.1,20.9,17.6,15.1,6.6,74,72,23.7,no
1425,331,1025.9,21.3,19.6,17.7,17.6,75,45,30.5,no
1426,332,1019.5,16.2,15.2,14.6,13.9,90,92,43.1,yes
1427,333,1016.8,20.9,19.3,17.6,15.5,95,92,44.7,yes
1428,334,1022.6,17.2,16.2,15.2,13.1,79,88,43.1,yes
1429,335,1024.3,21.3,19.4,19.4,13.9,91,87,24.4,yes
1430,336,1016.8,16.4,15.3,15.3,15.2,86,88,10.9,yes
1431,337,1016.8,16.7,15.5,14.2,12.9,79,94,19,yes
1432,338,1020.4,18.4,15.3,14.6,12.9,79,88,38,yes
1433,339,1026.4,18.6,17.3,15.5,12.5,79,86,29.7,yes
1434,340,1017.1,17.5,16.6,15.4,15.5,85,92,39.7,yes
1435,341,1025.4,17.4,16.6,15.7,13.5,75,90,25,yes
1436,342,1020.6,20.8,18.4,16.2,7.4,67,88,27,yes
1437,343,1024.4,17.2,15.2,13.3,9.8,,,20.8,yes
1438,344,1021.3,17.2,14.9,12.8,11.8,90,88,27.4,yes
1439,345,1023.8,21.6,20.4,19.9,17.5,74,79,21.3,yes
1440,346,1023.8,19.9,15.5,12.7,8.4,67,72,19,no
1441,347,1024.3,17.4,17.3,16.3,15.3,89,88,28.8,yes
1442,348,1018.1,17.3,16.5,15.6,15.6,90,91,39.5,yes
1443,349,1020.9,17.8,16.4,15.3,12.8,76,91,42,no
1444,350,1022.6,21.6,18.8,16.8,13.1,92,82,23.9,yes
1445,351,1020.2,17.3,15.3,14.9,13.1,84,88,28.3,yes
1446,352,,20.7,19.3,17.1,13.3,,,33,yes
1447,353,1018.1,20.6,18.8,17.2,14.7,75,82,24.9,no
1448,354,1017.6,20.6,18.8,17.1,15.1,75,84,35.6,yes
1449,355,,23.8,21.2,19.6,19.8,,,24.4,yes
1450,356,1016.8,21.1,18.8,17.4,15.3,75,88,30.3,yes
1451,357,1022.2,21.6,18.2,16.4,14.6,77,88,24.8,yes
1452,358,1023.2,20.6,17.8,14.4,13.4,75,88,23.3,yes
1453,359,1017.1,18.9,17.5,16.5,16.8,88,91,30,yes
1454,360,1016.8,18.9,17.7,16.9,16.8,96,95,17.5,yes
1455,361,1016.4,16.3,16.6,15.9,15,,,37,yes
1456,362,,18.9,17.1,15.3,16.9,,,24,yes
1457,363,1013,22.2,20.5,19.1,17.9,79,81,28.6,yes
1458,364,1014.5,18.7,17.6,17,17.4,97,95,25,yes
1459,365,1016.6,21.1,19.1,17.1,13,94,97,50.6,yes
1460,1,1021.9,19.3,18.1,17.3,16.3,95,100,26.5,yes
1461,2,1015.3,21.9,18.7,17.3,16.8,,,21.9,yes
1462,3,1017.7,20.9,19.3,18.9,18,87,91,50.7,yes
1463,4,1020,21.1,18.4,16.6,14,75,56,55.5,no
1464,5,1027.1,10.8,7.4,8.1,2.5,61,95,24,yes
1465,6,1022.7,15.1,13.3,9.8,11.5,93,100,24.5,yes
1466,7,,10.4,10.4,8.1,2.2,,,39.5,yes
1467,8,1017.8,17.4,13.7,9.8,11.4,98,99,38.3,yes
1468,9,,10.9,8.9,7,4.6,,,27.9,yes
1469,10,1023.8,15.1,13.2,9.6,4,70,61,27.3,no
1470,11,1017.7,14.6,11.6,10,10.9,92,88,50.6,yes
1471,12,1019,16.3,12.1,10.3,8.7,,,23.4,yes
1472,13,1023.9,18.2,17.2,15.4,13.7,69,55,55.5,no
1473,14,1022.9,18.5,16.5,14.7,15,,,25,yes
1474,15,1024.3,17.5,13.1,11.4,3.1,58,81,14.6,yes
1475,16,1023.3,15.3,13.3,10.6,3.2,72,22,44.7,no
1476,17,1020.8,16.2,13.1,10.6,1.1,77,60,30.3,no
1477,18,1024.9,15.3,12.8,10,8.6,63,91,18,yes
1478,19,1027.8,19.7,16.7,14.7,11.1,67,44,20.5,no
1479,20,1023.6,12.5,10.4,8.8,6.2,72,20,33.4,no
1480,21,1020.1,13.3,14.4,11.6,10.5,89,85,9.9,yes
1481,22,1021.8,21.8,18.4,16.5,14,72,40,14.6,no
1482,23,1018.7,15.4,13.1,13.4,12.3,95,87,12.4,yes
1483,24,1013.4,23.1,21.1,20.7,20.8,,,39.9,yes
1484,25,1026.9,19.6,18.6,17.9,12.4,85,88,21.6,yes
1485,26,1014.2,18.6,17.1,16.9,16.8,95,95,27.4,yes
1486,27,1017.4,25.3,22.1,20.4,19.6,72,20,15.2,no
1487,28,1020.5,21.8,18.2,15.8,9.7,,,26.1,no
1488,29,1019.7,17.6,15.4,14.4,14.3,,,15.5,yes
1489,30,1025.8,17.3,15.4,13.3,3.7,64,91,18,no
1490,31,,20.9,20.6,19.4,19.9,,,14.8,no
1491,32,,24.8,18.6,17.3,16.5,,,22.3,yes
1492,33,1016.8,23.4,22.4,20.8,16.5,76,45,39.7,yes
1493,34,1020.4,17.2,15.1,14,14.1,89,88,29.8,yes
1494,35,1025.2,16.8,13.5,10.6,10.1,72,40,16,no
1495,36,1015,23.5,21.6,20.4,20.6,75,48,21.2,no
1496,37,1024.9,17.3,15.2,14.6,11.5,79,46,39.5,yes
1497,38,1020.2,21.2,18.9,17.2,15,74,35,18.6,no
1498,39,1025.4,18.8,16.1,13.8,11.1,76,49,30.2,no
1499,40,,16.5,15.9,13.1,12.6,,,29.8,yes
1500,41,1020.4,20.7,18.4,17.6,14.3,78,90,43.8,yes
1501,42,1012.5,25.3,21.5,19.1,19.9,89,76,15.8,no
1502,43,1020.6,18.9,15.2,14.7,13.3,75,46,24.5,no
1503,44,1019.9,17.1,16.1,15.3,12.9,89,91,37.5,yes
1504,45,1022.1,20.5,19,17.2,16.9,82,78,21.9,no
1505,46,1023.8,18.5,16.7,15.6,15.9,91,89,9.5,no
1506,47,1013,21.3,18.6,17.1,16,79,86,30.6,yes
1507,48,1022.5,19,17.8,16.9,15,95,95,41.3,yes
1508,49,,20.3,18.1,17.4,16.8,,,8.9,yes
1509,50,,17.4,16,15,15.5,,,12.5,yes
1510,51,1016.5,17.4,16.6,15.3,14.4,87,100,40.8,yes
1511,52,1013.3,17.1,16.6,15.9,16,94,100,35.1,yes
1512,53,1019.9,21.3,19.5,18.4,18.1,,,20,yes
1513,54,1016,22.1,20.4,19,18.9,92,86,14,yes
1514,55,1025.9,18.6,16.6,15.6,13.7,78,88,24.4,no
1515,56,1014.8,21.2,20.8,19.2,17.1,86,83,21.9,yes
1516,57,1012.2,18.5,17.6,15.4,13.1,94,88,23.5,yes
1517,58,1012.2,19.4,17.3,15.6,15.9,87,87,28.4,yes
1518,59,1018.1,20.4,17.6,15.6,15.6,97,99,19.2,yes
1519,60,1020.9,17.3,16.3,15.2,12.7,76,83,29.7,yes
1520,61,1022.5,15.5,13.7,12.3,10,92,95,26.5,no
1521,62,1022.3,15.5,13.6,11.7,11.5,92,95,25,yes
1522,63,1013.9,23.1,21.5,20.1,19.3,77,88,32.5,yes
1523,64,1022.9,20.9,18.1,14,12.1,98,91,27.1,yes
1524,65,1020.4,19.2,18.1,17.1,14.9,75,91,26.2,yes
1525,66,1023.5,15.9,12.8,10.1,11.7,65,83,17.5,yes
1526,67,1014.8,21.3,19.9,17.6,18.1,90,82,21.6,yes
1527,68,1014.5,16.3,15.3,14.6,13.3,92,99,34,yes
1528,69,1023.8,17.2,14.8,11.7,8.4,69,22,12.5,no
1529,70,1020.3,18.5,19.2,17.7,13.3,60,38,8.5,no
1530,71,1017.4,25.2,20.6,19.9,19.9,79,81,16,yes
1531,72,1022.1,22.8,18.6,16.7,12.4,65,67,32.9,no
1532,73,1016.4,24.9,22.2,20.8,17.8,79,83,29.8,no
1533,74,1017.1,26.8,21.8,19.9,18.5,79,28,7.4,no
1534,75,1013.6,26.5,23.1,19.1,16.8,86,75,28.6,no
1535,76,1012.5,26.9,22.5,17.7,14,69,68,9.2,no
1536,77,,25.2,23.1,21.3,21.4,,,19.3,yes
1537,78,1012.5,26.3,24.3,23.1,22.1,93,86,29.6,yes
1538,79,1012.5,27.8,25.5,24.4,22.9,86,82,28,no
1539,80,1011.3,22.2,19.8,18.7,16.9,86,89,37,yes
1540,81,1010.5,19.6,18.2,18,16.5,,,19,yes
1541,82,1010.8,24.3,21.4,20.4,19.5,86,77,9.5,yes
1542,83,1011.5,26.5,23.1,20.6,17,91,89,12.1,yes
1543,84,,24.4,22.1,21.3,22.1,,,16.2,yes
1544,85,1011.2,24.7,21.4,20.1,20.6,92,83,5.5,yes
1545,86,1016.8,26.1,24.8,22,22.3,84,90,22.2,yes
1546,87,1014.9,27.3,25.9,23.1,21.4,92,90,30.3,yes
1547,88,1010.1,27.1,25.7,23.1,20.1,90,83,12.1,yes
1548,89,1010.6,25.2,24.3,24.4,21.6,95,86,17.3,yes
1549,90,1013,27.8,25.5,23.6,20.8,90,81,26.4,no
1550,91,1012.5,28.4,23.8,21,22.1,91,86,24.2,yes
1551,92,1010.2,28.2,25.5,23.3,22.9,90,83,12.1,yes
1552,93,1011.5,26.2,25.2,24.3,23.8,89,88,21.4,yes
1553,94,1014.6,25.4,24.7,23.2,23.2,96,85,17.2,yes
1554,95,1012.5,27.6,25.5,24,22.9,86,83,22.5,yes
1555,96,1010.1,27.6,25.8,24.5,19.5,94,88,16.9,yes
1556,97,1013.4,27.7,25.8,24.5,23.1,85,88,7.3,yes
1557,98,1012,28.2,25.2,24.5,24.4,86,88,9.8,yes
1558,99,1007.8,28.5,26.2,24.3,23.8,87,69,15.1,no
1559,100,1012.4,25.2,23.1,21.7,18.2,80,83,34.3,yes
1560,101,1014.5,28.2,25.9,23.7,23.4,79,81,15.7,yes
1561,102,1014.5,29.4,26.8,24.7,23.6,82,89,12.7,yes
1562,103,,30.3,27.1,25.8,24.4,,,24.2,yes
1563,104,1010.4,27.7,25.8,24.8,23.3,82,84,26.3,yes
1564,105,1013,27.9,26.5,25.4,24.7,91,88,35.1,yes
1565,106,1009.9,30.8,28.1,25.1,25.2,89,88,16.2,yes
1566,107,1013.3,29.8,27.6,26.6,24.4,90,80,18.4,yes
1567,108,1009.9,28.6,26.9,25.8,25.3,81,85,26.8,yes
1568,109,1010.5,30.8,28.1,25,25,81,86,14.3,yes
1569,110,1008.8,27.7,25.8,24.8,24.8,87,88,21.9,yes
1570,111,1010.3,30.1,27.8,24.2,23.3,85,79,22.3,yes
1571,112,1012.3,27.4,25.4,24.9,23.1,80,70,16.5,yes
1572,113,1013.4,30.6,27.6,25.5,23.1,76,78,16.9,yes
1573,114,,27.4,,24.2,24.6,,,,yes
1574,115,1010.5,30.9,27.4,25,25,89,81,24.4,yes
1575,116,1009.9,28.5,26.8,24.9,19.8,87,71,18,yes
1576,117,1013,29,26.9,24.9,22.4,88,88,33.5,yes
1577,118,1008.9,30.1,28,26,25.3,89,88,9.4,yes
1578,119,,26.7,24.7,23.4,23,,,39.5,yes
1579,120,1011.6,29.2,26.1,24.8,23.8,91,88,18.4,yes
1580,121,,29.5,26.9,25.8,25.3,,,9.2,yes
1581,122,1006.3,30.8,27.9,26.6,23.1,89,82,15.3,yes
1582,123,1006.4,30.3,28.6,26.8,24.5,94,88,20.9,yes
1583,124,1012.4,30.4,26.8,24.5,23.1,82,61,9.1,yes
1584,125,1011.2,28,25.4,24,23,86,82,7.9,yes
1585,126,1006.7,27.8,25.1,24.1,22.9,89,87,20.8,yes
1586,127,1008.8,30.7,27.5,24,25.5,84,87,21.9,yes
1587,128,1009.8,28.4,26.2,25.9,25.4,77,78,31.9,yes
1588,129,1007.2,30.7,29,26.4,25.3,84,77,12,yes
1589,130,1008.3,32,28.7,24.9,21.6,84,75,7.9,yes
1590,131,,,,,24.9,,,,yes
1591,132,1009.6,32.5,29.6,27.5,25.9,89,89,17.2,yes
1592,133,1008.1,33,30.1,28.1,26.1,79,78,26.8,yes
1593,134,1008.1,31.6,27.2,26.4,24.3,89,88,25,yes
1594,135,1008,33.2,30.1,27.2,24.4,87,83,38.3,yes
1595,136,1007.9,31.5,28.5,26.9,25.5,82,88,20.8,yes
1596,137,1011.5,29.1,26.8,24.8,22.9,78,60,19,no
1597,138,1006.7,31.7,28.6,27.3,25.3,90,77,23.3,yes
1598,139,1008.2,32.3,29.4,26.3,25.3,84,72,9.5,yes
1599,140,1008.6,33.8,30.2,28.1,25.9,81,51,33.2,no
1600,141,1008.9,33.3,30.2,28.4,25.9,76,49,29.3,yes
1601,142,1008.5,32.4,29.9,27.6,26.1,82,89,4.5,yes
1602,143,1009.1,30.6,27.9,26.9,25.6,,,39.5,yes
1603,144,1005.3,31.3,29.4,28.3,26.3,84,88,28.8,yes
1604,145,1009.5,33.2,30.3,28.1,25.9,72,60,28.8,no
1605,146,1005.9,32.9,30.1,29.3,26.3,81,83,16.3,yes
1606,147,1006.8,32.8,30,28.1,24,76,48,11.3,yes
1607,148,1007.9,32,29.7,28,25.2,70,38,11.8,no
1608,149,1009.9,33.7,29.1,28.9,25.7,79,56,39.5,yes
1609,150,1008.2,33.9,29.1,26.4,24.4,79,83,24.5,no
1610,151,1009.7,32.4,30.7,29.1,26.3,87,78,46.3,yes
1611,152,1008.9,33.7,30.6,28.9,26.7,87,84,24.2,yes
1612,153,1009.5,33.7,30.7,26.8,24.3,74,72,15.9,no
1613,154,1008.5,34.2,30.1,28.7,24.4,72,22,9.5,no
1614,155,1008.7,34.8,30.4,28.4,26.3,80,81,7.4,yes
